gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000184724	162.0423981613522	0.8455373752504094	0.4388914285096826	1.9265297071796323	0.05403826616714567	0.44195581972415565
ENSG00000205929	1291.519932592837	-0.3913653421852667	0.20980198435580202	-1.8654034345144819	0.06212487631997559	0.48198955491670964
ENSG00000171189	8602.904646162362	-0.31654352655781826	0.17153464996901685	-1.8453620106199733	0.06498489548241364	0.48198955491670964
ENSG00000160214	4552.869155753638	0.31831260802385225	0.1726620505609569	1.843558598949192	0.06524749433370305	0.48198955491670964
ENSG00000205670	1965.5622758287059	0.4065687635764123	0.22425552082920394	1.8129710344391503	0.06983628894988174	0.4884539515917221
ENSG00000160216	13268.786093300248	0.2916811915153697	0.16120308205606929	1.809402077150844	0.07038856070972414	0.4884539515917221
ENSG00000142182	1437.7280305657532	0.4367767167031547	0.25660150044264896	1.7021596364389746	0.08872544699218225	0.533113088641064
ENSG00000154734	4209.092834841639	-0.3122952881490221	0.1852248559886173	-1.6860333699933538	0.09178937215535367	0.533113088641064
ENSG00000156239	3402.9054987139166	-0.39961779200100334	0.2373600857233408	-1.6835930556023848	0.09226034172374852	0.533113088641064
ENSG00000159082	13439.534995686541	0.28458711495564054	0.16930463118911943	1.6809174855810436	0.09277894309860918	0.533113088641064
ENSG00000183778	7337.964809597377	-0.29244992177629503	0.17554605789885747	-1.6659441133380097	0.09572454620230979	0.533113088641064
ENSG00000244362	175.62081794111918	0.7165512060728203	0.4313598883863904	1.6611447317302945	0.09668438243369099	0.533113088641064
ENSG00000156299	8645.475876542332	0.2735504116078857	0.16478606513254965	1.6600336405135276	0.09690768516822891	0.533113088641064
ENSG00000159263	4655.282501653241	-0.3729797233985477	0.22489458870676463	-1.6584646413385615	0.0972237186611554	0.533113088641064
ENSG00000205581	7601.960551523746	0.2655480082696387	0.16038107862338463	1.6557315273655981	0.09777619966342657	0.533113088641064
ENSG00000185437	2335.1737919730635	0.3987228844327424	0.2474583754338454	1.6112725371840788	0.10712033376339122	0.5704780565538742
ENSG00000182240	6916.061902451761	-0.36739525802312445	0.23243019584753677	-1.5806692270918121	0.11395368805607203	0.5930771492009204
ENSG00000244025	206.18809572267534	0.7596199582225376	0.4885126780825231	1.5549646760533349	0.11995448238261115	0.6104350325692878
ENSG00000186866	8023.742656964938	-0.25539344163091404	0.16829262533832248	-1.5175557521756573	0.1291264286307506	0.6285907659815079
ENSG00000205445	534.1580877468202	0.46435296868464226	0.3096070573343486	1.499813901797405	0.13366261524986478	0.6285907659815079
ENSG00000277277	617.2750222115154	0.5747093904067953	0.38399987027154076	1.4966395431342114	0.1344870750705401	0.6285907659815079
ENSG00000160233	2200.0480525039934	0.47780391591596405	0.3192633550325641	1.4965823931381952	0.13450195429298642	0.6285907659815079
ENSG00000177692	2184.104698955769	-0.26807365972347214	0.18588917068980162	-1.4421155289934238	0.14926978493566534	0.6836556150053472
ENSG00000160221	5500.894595597111	-0.2296627646647192	0.1611927848624641	-1.4247707480249585	0.15422348064143446	0.6924936679782057
ENSG00000142149	3849.9001862700266	0.2784501810964813	0.19878478464597396	1.4007620431935348	0.16128524258168278	0.7102753952154877
ENSG00000221837	757.8468617180944	-0.39491076849969914	0.2996175616535697	-1.3180494705324097	0.18748708789365176	0.7986948105024612
ENSG00000215455	332.75134622286066	0.4572548701186301	0.348579811029673	1.3117652131600532	0.18959936563684768	0.7986948105024612
ENSG00000142156	4387.026397137374	-0.26105357558497017	0.20129152314403426	-1.296893041035678	0.19466799124815942	0.7986948105024612
ENSG00000241123	328.0926551475848	-0.4859760869326439	0.37574351976958087	-1.2933718384036577	0.19588248529434504	0.7986948105024612
ENSG00000154640	1526.32401895589	0.25880854813093984	0.20141168299146245	1.284972868936855	0.1988017650595646	0.7986948105024612
ENSG00000154639	2869.2734605416367	-0.2708052321757895	0.22243047963120954	-1.217482570845441	0.22342066381990325	0.8775084983828279
ENSG00000249209	473.22588809795974	0.4173823745559901	0.34479857456236107	1.2105107310427738	0.22608297556588142	0.8775084983828279
ENSG00000212938	180.99318775288225	-0.4845875817649569	0.4291270476230015	-1.1292403600499188	0.2587964521942254	0.9830707710977244
ENSG00000160226	4140.0602519573495	0.21478333154018459	0.19169728063617628	1.1204297255933615	0.2625306836207414	0.9830707710977244
ENSG00000198862	9989.982670749874	-0.19602766219147646	0.17949192983202214	-1.092125213511991	0.2747780684190319	0.9830707710977244
ENSG00000197381	15696.142367212042	0.22689159499983433	0.22361396936141617	1.0146575173625254	0.31026911148688785	0.9830707710977244
ENSG00000186980	72.23472721356188	-0.6488078283635096	0.6426115959031892	-1.0096422668059881	0.3126667117638632	0.9830707710977244
ENSG00000221859	262.7740552529883	-0.3646740063087878	0.36134533756841375	-1.0092118768233556	0.31287303186976645	0.9830707710977244
ENSG00000160285	8796.306754331517	0.20881660160371607	0.2072338814000076	1.0076373621582344	0.31362858559938833	0.9830707710977244
ENSG00000212935	338.5448648572613	0.3873674975862544	0.38478410831127396	1.006713866865028	0.3140722963961538	0.9830707710977244
ENSG00000166979	5836.566755560811	-0.16623265944219087	0.16883148998127775	-0.9846069560875458	0.3248171715150409	0.9830707710977244
ENSG00000242220	1914.9950675511395	-0.25116362769971085	0.2575321273246157	-0.9752710479618045	0.32942582778677293	0.9830707710977244
ENSG00000280433	1961.6414199063013	-0.20230360649951187	0.2097675019361389	-0.9644182470223661	0.3348362775961218	0.9830707710977244
ENSG00000189169	409.15677205989954	-0.32710648782826557	0.3419233166954981	-0.9566662226769761	0.3387357520018892	0.9830707710977244
ENSG00000183145	2155.551028372501	0.25642029515573866	0.26820352135880343	0.9560661018044534	0.33903883952442915	0.9830707710977244
ENSG00000273590	3313.710883714814	-0.1613723306367313	0.17313190474816564	-0.9320773711319147	0.35129654163348945	0.9830707710977244
ENSG00000182670	25437.941955292677	0.1565085546028288	0.16964469244630526	0.9225667620127037	0.35623302365818155	0.9830707710977244
ENSG00000185658	19302.193831400014	0.15016598489755825	0.16332764338196432	0.9194156101693961	0.35787822743440956	0.9830707710977244
ENSG00000157551	12680.493080283293	-0.16291904384445038	0.17830888063062714	-0.9136900151481668	0.36087975208844714	0.9830707710977244
ENSG00000155307	5571.943188050485	0.18915376351206126	0.21369169853435208	0.8851713230294428	0.37606423651803855	0.9830707710977244
ENSG00000159079	3727.381998527617	-0.170627289142356	0.1945586634650431	-0.8769966143040095	0.3804884770423983	0.9830707710977244
ENSG00000160294	8442.69074639926	0.18215388607784902	0.2084753558262657	0.8737430155996383	0.382258219559067	0.9830707710977244
ENSG00000160191	15290.323343873517	0.12251223798933625	0.1408465679801977	0.8698276411432392	0.3843946034648854	0.9830707710977244
ENSG00000184221	1337.6553368978298	0.24768281097936676	0.28596762769893064	0.8661218508275682	0.3864233435912482	0.9830707710977244
ENSG00000154727	3362.7404846467834	-0.14654258171505682	0.1715316339401416	-0.8543181123441927	0.39292875419607187	0.9830707710977244
ENSG00000157554	16947.205581372808	-0.15412824368600198	0.1812780786645654	-0.8502310087431965	0.3951966649768294	0.9830707710977244
ENSG00000183486	7065.75956024228	-0.1388582242743275	0.1660058141694954	-0.8364660296328559	0.40289277974694837	0.9830707710977244
ENSG00000184787	5869.539714210561	-0.17296776341465733	0.20689485350685674	-0.836017718579573	0.40314493518516714	0.9830707710977244
ENSG00000160209	13747.999102986465	-0.11985025980147673	0.14483889126024976	-0.8274729166914645	0.40796906661860755	0.9830707710977244
ENSG00000159086	5680.591941819202	0.14378744948653144	0.17812970041677392	0.8072064857803546	0.4195475296853626	0.9830707710977244
ENSG00000160200	7849.7410429856545	-0.1214370825182003	0.15385042936019944	-0.789319100526447	0.42992552570541803	0.9830707710977244
ENSG00000279493	205.79143327903753	-0.4559250839072717	0.578286104896818	-0.7884074682870362	0.43045840378594386	0.9830707710977244
ENSG00000182816	277.3630241150134	-0.2906770855337611	0.3721839750798941	-0.7810037642576189	0.43480028076020016	0.9830707710977244
ENSG00000142173	6154.1073437128	-0.14956278988462995	0.19170739868210931	-0.7801618034191582	0.43529564206134447	0.9830707710977244
ENSG00000276612	647.2586945474557	0.29351716227171976	0.379966305804607	0.7724820800891155	0.43982895640022746	0.9830707710977244
ENSG00000141956	20870.423165627843	-0.11019962986604015	0.14350351531797081	-0.7679228597422376	0.44253301547480345	0.9830707710977244
ENSG00000206107	201.91490384898648	-0.3677520083919956	0.48140196125272045	-0.7639187996555289	0.4449156334686551	0.9830707710977244
ENSG00000188694	502.5897913685859	-0.3467027007599761	0.4607403390485252	-0.7524904406589443	0.45175617642769816	0.9830707710977244
ENSG00000157578	8110.867236195516	0.13722671217725296	0.18526312537249717	0.7407124968951034	0.45886778047268095	0.9830707710977244
ENSG00000159267	7781.863793946235	-0.1464135498941487	0.20058484637672547	-0.7299332553724635	0.46543098357098717	0.9830707710977244
ENSG00000142185	10205.001739394265	0.10217959746633427	0.14078982697611647	0.7257598056688285	0.46798603149635537	0.9830707710977244
ENSG00000173276	10308.355694551723	0.11944481968177713	0.16563390311261747	0.7211375052881803	0.4708249175583986	0.9830707710977244
ENSG00000141959	18232.302873982833	-0.8883645394770338	1.2558083577431318	-0.7074045446500711	0.4793151134993674	0.9830707710977244
ENSG00000182871	9225.547169524512	0.10381692071624547	0.14758525218528998	0.7034369571419349	0.4817834818099902	0.9830707710977244
ENSG00000186977	205.17353007976484	-0.3216827114237819	0.458301651524156	-0.701901706777565	0.48274046445178576	0.9830707710977244
ENSG00000215454	1230.528886571899	-0.1788717362322573	0.2570460647355145	-0.6958742450163785	0.4865075877471087	0.9830707710977244
ENSG00000205758	8251.193198478786	0.10385418682377091	0.14943171635420527	0.6949942713473242	0.4870588916541128	0.9830707710977244
ENSG00000206102	66.63127033902333	-0.43943220022985574	0.6451918565026985	-0.6810876420725838	0.49581603611998076	0.9830707710977244
ENSG00000243646	3084.4170424314398	-0.13510233786966894	0.19893112480629707	-0.6791412756612148	0.4970483516932946	0.9830707710977244
ENSG00000186924	133.30253178751155	-0.3447672654130831	0.5131158688557409	-0.6719091853111487	0.5016415124731464	0.9830707710977244
ENSG00000160179	9339.069088821172	-0.10298781046136189	0.15457322536873386	-0.666271989962588	0.5052372656356428	0.9830707710977244
ENSG00000206104	104.13054717960858	-0.40661958145590055	0.6150065917210431	-0.6611629646407701	0.5085078093372296	0.9830707710977244
ENSG00000160185	4835.667539632774	-0.1097956121145981	0.16776957153741515	-0.6544429428319307	0.5128264755901908	0.9830707710977244
ENSG00000160182	170.8487449765416	-0.30135633025498987	0.4748509223370375	-0.6346335577739376	0.525667436459613	0.9830707710977244
ENSG00000159131	9118.068955856474	-0.10548797938173471	0.1672016717542053	-0.6309026594949795	0.5281041728280498	0.9830707710977244
ENSG00000160208	3119.0214118786857	0.1342752413521545	0.2142957634641898	0.6265884083825705	0.5309290685749755	0.9830707710977244
ENSG00000142166	2448.0151661247683	-0.19436868137865107	0.31110115336893085	-0.6247764730982908	0.5321177739534837	0.9830707710977244
ENSG00000180530	7970.741087890504	-0.11503698538238002	0.18483701101631778	-0.6223698638592697	0.5336986917364555	0.9830707710977244
ENSG00000154642	3501.1275052949222	0.10745638064608395	0.17409896776207082	0.6172143466866343	0.5370933539993881	0.9830707710977244
ENSG00000184032	112.85866485929628	0.31483649928786317	0.5268233620468172	0.5976130178902062	0.5500981760282082	0.9830707710977244
ENSG00000156253	3574.8250578651464	-0.09953196164309652	0.16843519158893966	-0.5909214143680905	0.5545730769596409	0.9830707710977244
ENSG00000278961	1614.4627261839805	-0.13289684070860583	0.22790434116574634	-0.5831255342870143	0.5598087955810387	0.9830707710977244
ENSG00000205927	2299.748982001836	-0.12890074322131384	0.22138688045618668	-0.5822420143221801	0.5604036771395433	0.9830707710977244
ENSG00000160305	13753.895357221745	-0.09298653564227098	0.16267585869485787	-0.5716062382476316	0.5675887682399423	0.9830707710977244
ENSG00000183255	3210.3259609906795	-0.10464836186433818	0.18492673546776248	-0.5658909275591527	0.5714679293083087	0.9830707710977244
ENSG00000160299	9009.870755035925	-0.08152563298259488	0.14571841620423767	-0.5594737789925555	0.575838421489193	0.9830707710977244
ENSG00000205726	25204.57449121248	0.07755621935040884	0.1424335478721791	0.544508091731369	0.5860918816688493	0.9830707710977244
ENSG00000265590	597.6102119061474	-0.18283244841024823	0.3372526321127605	-0.5421231178089609	0.5877336940586858	0.9830707710977244
ENSG00000157617	9991.014745701917	-0.10562458585349034	0.1976480997589851	-0.5344072924672206	0.5930597747028246	0.9830707710977244
ENSG00000157538	7569.26385562805	0.07924210436318237	0.14936690884930848	0.5305198117417507	0.5957515765430266	0.9830707710977244
ENSG00000160201	6495.828381071622	-0.08565690306286974	0.1642790408352811	-0.5214110249691316	0.6020804728574747	0.9830707710977244
ENSG00000206106	77.54078911937026	-0.3012491341051094	0.5865641136206516	-0.5135826197167188	0.6075438335667114	0.9830707710977244
ENSG00000159110	5278.685930329527	-0.09148380405312788	0.18038002784403334	-0.5071725797283383	0.612033732730231	0.9830707710977244
ENSG00000187026	151.1401335620434	0.26729351893571907	0.5307277882226341	0.5036358089160249	0.6145173241615469	0.9830707710977244
ENSG00000142207	2978.557343983328	0.12054083430596754	0.23958798275591478	0.503117196945437	0.6148818766865124	0.9830707710977244
ENSG00000244624	100.67285127296434	0.2944292772579383	0.5884294050939598	0.5003646566760616	0.6168183349204661	0.9830707710977244
ENSG00000241945	2875.3103138929237	-0.09456671675976572	0.1906227868341883	-0.49609345414734607	0.6198284773316481	0.9830707710977244
ENSG00000274749	262.1294185025031	-0.23003589244347233	0.4673868134632472	-0.4921745454026617	0.6225959574245732	0.9830707710977244
ENSG00000186970	207.1349781003237	-0.20740557479762944	0.4276055914133301	-0.485039435784992	0.6276483719410046	0.9830707710977244
ENSG00000160202	1377.6076392862326	-0.12166176332353956	0.25088352032960465	-0.4849332597203009	0.627723688609547	0.9830707710977244
ENSG00000274276	5659.203710852111	-0.08104665025883094	0.16795754386362766	-0.4825424830255698	0.6294206268476747	0.9830707710977244
ENSG00000160194	3077.23525627542	-0.10481079652617165	0.224478663995479	-0.4669076101071349	0.6405659803560909	0.9830707710977244
ENSG00000160190	4046.60291132247	0.09726426208166639	0.210248097053672	0.4626166107788211	0.6436392000912926	0.9830707710977244
ENSG00000159261	2807.8035206017553	0.09293893304529906	0.20273500646646855	0.4584256792408998	0.6466466461753452	0.9830707710977244
ENSG00000198390	202.21870648546965	0.19208860406542075	0.4207449851026211	0.4565440132781849	0.6479988285665349	0.9830707710977244
ENSG00000159140	16607.853088540272	0.06552334870718313	0.14479982846382447	0.45250985033834423	0.6509017266404541	0.9830707710977244
ENSG00000231068	92.08674459289753	-0.28666193827932696	0.6380047668242095	-0.44931002585802216	0.6532080263428293	0.9830707710977244
ENSG00000183067	1147.8168197474945	0.1152865443891026	0.25659003807863157	0.4493024953438498	0.6532134579437106	0.9830707710977244
ENSG00000186925	108.5311212357983	0.23671107306430755	0.5333994096733895	0.44377828091195337	0.6572028925703073	0.9830707710977244
ENSG00000212933	167.0386655444967	0.26111148901839415	0.5904866960544889	0.4421970736395716	0.6583466034966046	0.9830707710977244
ENSG00000186930	125.02047028549565	-0.23427409279576078	0.5365922931512177	-0.43659608195255933	0.6624043046112771	0.9830707710977244
ENSG00000166351	1236.2374122580782	-0.11190639495739306	0.258161172884384	-0.433474924625903	0.664669779146428	0.9830707710977244
ENSG00000187766	332.33622864887946	0.21666323193656475	0.5019380554861264	0.43165332767352477	0.6659933936253734	0.9830707710977244
ENSG00000186971	230.7725266084914	0.1780110257500389	0.4144921930660141	0.4294677408355626	0.6675828652772688	0.9830707710977244
ENSG00000187005	182.78135364381043	0.2090042238210593	0.4934314019379447	0.42357300933868053	0.6718772428808651	0.9830707710977244
ENSG00000142197	4448.45657324387	0.0727803320138852	0.17493746388496212	0.4160362817523474	0.677383454323401	0.9830707710977244
ENSG00000157557	3328.4479259304526	-0.1016111716341507	0.24477123231316622	-0.41512709918519725	0.6780488623764607	0.9830707710977244
ENSG00000142188	4106.702660211088	0.06664926638610935	0.16430716438252166	0.4056382242161026	0.6850084388400093	0.9830707710977244
ENSG00000232263	117.76069763529308	-0.20242487448418894	0.5133770265431772	-0.39430060952905566	0.6933591133244384	0.9830707710977244
ENSG00000160180	917.5855957402376	0.09600463464666843	0.24424757457681973	0.3930627962754793	0.6942731014214643	0.9830707710977244
ENSG00000156273	6086.4969980291	0.06731540596702791	0.1732895685341879	0.3884561923515172	0.6976784670596653	0.9830707710977244
ENSG00000276289	2772.6716620237858	-0.07467766719476428	0.19240188988422713	-0.38813375086751817	0.6979170563983804	0.9830707710977244
ENSG00000183036	823.43469333652	-0.11097624419851213	0.2908486177002497	-0.38156015688162864	0.7027876422956758	0.9830707710977244
ENSG00000157540	22886.74240892219	-0.05544718832518261	0.14694608370238504	-0.377330153537686	0.7059282662126032	0.9830707710977244
ENSG00000156261	4555.470444510359	-0.0649270720127573	0.1820834237708894	-0.3565787080896131	0.7214072194904853	0.9830707710977244
ENSG00000276076	1027.8082533777563	0.0897433811132945	0.25489743509944407	0.35207643842427283	0.7247809379412022	0.9830707710977244
ENSG00000243927	3142.7817001209496	-0.05936819127151465	0.16923126078088102	-0.3508110203609722	0.7257301289696301	0.9830707710977244
ENSG00000249624	2192.5883485719414	0.08197498675604398	0.23424948122357503	0.3499473566722843	0.7263782058138245	0.9830707710977244
ENSG00000159231	292.49674908147546	-0.13885694973969626	0.39768607883411927	-0.34916220891306465	0.7269675358030347	0.9830707710977244
ENSG00000170262	1184.8347514134073	-0.07993955245848654	0.23335589859444697	-0.34256495310373447	0.7319257717348555	0.9830707710977244
ENSG00000154646	1733.1939576224383	0.07608268178641593	0.22400664223824363	0.3396447579688183	0.7341240677313969	0.9830707710977244
ENSG00000160193	3159.1892527971254	-0.062259009060543234	0.18744582814125707	-0.3321440102343891	0.7397805192899198	0.9830707710977244
ENSG00000160256	1164.3699313637576	-0.07468597872900386	0.23046646334558507	-0.32406441112871176	0.7458892700211821	0.9830707710977244
ENSG00000197683	339.10777959318864	0.12443537195794475	0.38686395483933805	0.3216515015197575	0.7477167228966768	0.9830707710977244
ENSG00000159212	2586.504416162159	-0.08795837444411181	0.27874212505377155	-0.3155546526279225	0.7523405621073938	0.9830707710977244
ENSG00000205439	103.77357773675737	-0.18265397259446894	0.6003190184836559	-0.3042615125801513	0.760928664475941	0.9830707710977244
ENSG00000275895	7618.9204442946675	0.0485776816960747	0.16192974341814373	0.299992334148488	0.7641830029535419	0.9830707710977244
ENSG00000182093	9949.259078055631	-0.05329777859899293	0.17781818396705304	-0.2997318801145117	0.764381679159874	0.9830707710977244
ENSG00000160298	6656.740867804061	0.05266598762841499	0.17644403251926288	0.2984855133747031	0.7653326311445207	0.9830707710977244
ENSG00000159228	1999.0489002348572	-0.07074084881705359	0.2425803414416556	-0.2916182259314194	0.7705785385875359	0.9830707710977244
ENSG00000275993	1763.959698119479	0.09414016908992219	0.3244502485991406	0.29015286471927687	0.7716992942298874	0.9830707710977244
ENSG00000177398	11609.034547370775	-0.04638246739522311	0.16941283230878498	-0.2737836724828661	0.7842508718470522	0.9830707710977244
ENSG00000171587	6595.862690115149	0.062407312285884184	0.22916928350037938	0.27231970765305846	0.7853762041178671	0.9830707710977244
ENSG00000243489	333.0195202665914	0.08390051833315415	0.3113327785900677	0.26948822643447407	0.7875540011532967	0.9830707710977244
ENSG00000155304	1527.9339371235078	0.06604004452307616	0.2502765634067371	0.2638682728584184	0.791881424019969	0.9830707710977244
ENSG00000188155	426.3340258996882	0.10608240206350036	0.4054118658555655	0.26166575524282737	0.7935791442062623	0.9830707710977244
ENSG00000183640	227.762334569237	0.12536299376185958	0.4798928631665464	0.26123121093041235	0.7939142106694497	0.9830707710977244
ENSG00000159055	764.0020907238743	-0.06664566066601481	0.25546324211863164	-0.2608816051706805	0.7941838107121355	0.9830707710977244
ENSG00000241837	2384.897994944801	0.05481094962596484	0.22134152984352315	0.24763066228336503	0.8044201843977522	0.9903882915434691
ENSG00000188992	1774.1398737652228	0.05003917759072098	0.2142908177773386	0.23351060073285446	0.8153649388672866	0.9917850555777243
ENSG00000160310	8954.792542251065	-0.04445973481367285	0.19165338638539173	-0.2319799073326558	0.8165536197779392	0.9917850555777243
ENSG00000274391	3157.7948662813887	-0.04893201452460428	0.21355426423700283	-0.22913152635668965	0.8187666907083202	0.9917850555777243
ENSG00000160188	1849.8347511664085	-0.053961535986533034	0.24106723923547788	-0.22384433553753294	0.8228784303919984	0.9917850555777243
ENSG00000160207	1140.7456228469136	-0.07131278288887416	0.3364871961691228	-0.2119331246501024	0.832159207794767	0.9974958721270735
ENSG00000160224	3653.9566125087576	-0.043203086548869514	0.21560139303771894	-0.20038407887889315	0.841180210186937	0.9974958721270735
ENSG00000175894	4869.236580963428	-0.03490482231385086	0.1750690513970312	-0.19937745726794273	0.8419674929761753	0.9974958721270735
ENSG00000280071	3092.7405241875695	-0.03624884569717042	0.18585340440201847	-0.1950399876386485	0.8453616430974031	0.9974958721270735
ENSG00000183570	7070.540397810635	0.028171613680145514	0.14997968250418972	0.18783620027571757	0.8510050571044117	0.9974958721270735
ENSG00000160183	7266.6301055863205	0.031985917934562125	0.17464312701290183	0.18315016732493086	0.8546801936053104	0.9974958721270735
ENSG00000154719	1162.4919470111952	0.0432304883679706	0.24180374295629567	0.1787833713384007	0.8581078026595348	0.9974958721270735
ENSG00000155313	7533.077898469478	-0.028394361958779403	0.1801607691179021	-0.15760568795195007	0.8747675212581493	0.9990154242106726
ENSG00000159216	12500.67139143841	0.024770073689817224	0.16693871523676	0.14837824560161011	0.8820442675183792	0.9990154242106726
ENSG00000185808	5102.473439563451	-0.026097554548435386	0.18446338764363157	-0.14147823523036324	0.8874921528591642	0.9990154242106726
ENSG00000274559	295.91875217806864	-0.05012956605979466	0.3726888260626041	-0.13450783214888745	0.8930010182115895	0.9990154242106726
ENSG00000154723	1910.3454464802412	0.02627142727580225	0.21025928010389697	0.12494776574342191	0.9005649030493633	0.9990154242106726
ENSG00000154645	5056.491632680773	0.023977463280194414	0.19265112882665383	0.12446053872733427	0.9009506429236283	0.9990154242106726
ENSG00000182362	2088.3591101501247	0.022588841387454976	0.19311396178813234	0.11697156010002771	0.9068825904930514	0.9990154242106726
ENSG00000159147	6294.331353373476	-0.017795286362992782	0.16348208449625667	-0.10885159935307927	0.913320196563177	0.9990154242106726
ENSG00000186967	120.49101666400209	0.05336286480151175	0.5782720476013544	0.0922798620871585	0.9264756878186114	0.9990154242106726
ENSG00000159200	10097.849735766345	-0.011256498893563095	0.14710489524271322	-0.07652021963640725	0.9390052281915309	0.9990154242106726
ENSG00000160223	6143.235501473433	0.015143101390918757	0.19908428585821245	0.07606377030532512	0.939368363713739	0.9990154242106726
ENSG00000183844	2316.904403553307	-0.014381245998933161	0.20090694529981404	-0.07158162689434149	0.9429348621753751	0.9990154242106726
ENSG00000240432	237.82842474718063	-0.0262853662102671	0.49017465590698295	-0.05362449056373712	0.9572343439333986	0.9990154242106726
ENSG00000182591	347.80182030749705	-0.02381978501349065	0.4930535220347696	-0.048310749135691	0.9614685879864728	0.9990154242106726
ENSG00000160199	5900.380798409802	0.007840094565706071	0.16600574884774638	0.04722784975896637	0.9623316313840454	0.9990154242106726
ENSG00000277117	2796.1591756089956	0.009101998054593118	0.22474883243128815	0.04049853321207285	0.9676956764110034	0.9990154242106726
ENSG00000206105	76.87054969296763	0.024954131554122218	0.6208676307351206	0.04019235392345384	0.9679397733913931	0.9990154242106726
ENSG00000173638	6131.497014255742	-0.006923735439083427	0.17227793536140923	-0.04018933373306704	0.9679421812092092	0.9990154242106726
ENSG00000159256	5087.096082834709	-0.00549370396334502	0.1701371030320749	-0.03228986426499413	0.9742408921363106	0.9990154242106726
ENSG00000160181	592.4063744709333	-0.008058669929057096	0.25729098335339956	-0.03132122946565985	0.9750133600472525	0.9990154242106726
ENSG00000157601	8047.92516593286	-0.00513204507165418	0.16495119226783986	-0.031112506682103944	0.9751798156087979	0.9990154242106726
ENSG00000221864	258.2984830050272	-0.014372106452168704	0.48067828791738737	-0.029899637269738284	0.9761470951381584	0.9990154242106726
ENSG00000154654	4963.641215938424	0.005879964926127991	0.2198381019345592	0.02674679627591728	0.9786616884372381	0.9990154242106726
